ID,Year,Mileage,Price
"/tweedehands/bmw/3-serie/38548256",2016,42351,36950
"/tweedehands/bmw/x6/38548022",2011,81800,38950
"/tweedehands/bmw/3-serie/38547800",2011,44729,23950
"/tweedehands/bmw/z4/38547713",2010,51182,37948
"/tweedehands/bmw/3-serie/38547601",2012,149697,19950
"/tweedehands/bmw/5-serie/38547533",2014,168133,21950
"/tweedehands/bmw/3-serie/38547394",2017,9465,49695
"/tweedehands/bmw/1-serie/38547360",2011,62643,17500
"/tweedehands/bmw/3-serie/38547358",2015,121289,23900
"/tweedehands/bmw/5-serie/38546455",2012,155453,24900
"/tweedehands/bmw/5-serie/38546327",2010,204377,19945
"/tweedehands/bmw/x3/38546305",2013,49392,37900
"/tweedehands/bmw/2-serie/38546054",2015,51870,34950
"/tweedehands/bmw/3-serie/38544857",2013,189517,15950
"/tweedehands/bmw/1-serie/38544462",2011,97415,13750
"/tweedehands/bmw/5-serie/38543878",2013,121956,21950
"/tweedehands/bmw/x3/38542069",2011,119474,23995
"/tweedehands/bmw/1-serie/38542066",2017,16487,28495
"/tweedehands/bmw/3-serie/38541913",2015,122425,24899
"/tweedehands/bmw/3-serie/38541474",2013,224345,14940
"/tweedehands/bmw/x3/38540280",2010,197281,12950
"/tweedehands/bmw/x4/38540172",2015,37015,49950
"/tweedehands/bmw/3-serie/38539287",2014,152906,24900
"/tweedehands/bmw/3-serie/38539122",2011,164352,19995
"/tweedehands/bmw/1-serie/38538626",2012,152515,13950
"/tweedehands/bmw/5-serie/38538380",2011,168445,19335
"/tweedehands/bmw/1-serie/38537902",2011,92925,20950
"/tweedehands/bmw/x1/38537837",2010,101157,14990
"/tweedehands/bmw/2-serie/38534014",2016,9700,34995
"/tweedehands/bmw/1-serie/38533195",2012,64587,14790
"/tweedehands/bmw/1-serie/38532367",2012,148524,13445
"/tweedehands/bmw/3-serie/38531605",2013,160270,16750
"/tweedehands/bmw/x1/38510741",2011,89000,19800
"/tweedehands/bmw/3-serie/38530703",2010,177080,11940
"/tweedehands/bmw/5-serie/38530593",2010,149685,16500
"/tweedehands/bmw/1-serie/38530309",2018,1000,41895
"/tweedehands/bmw/7-serie/38530186",2018,1000,129895
"/tweedehands/bmw/4-serie/38530074",2014,52364,39995
"/tweedehands/bmw/2-serie/38529901",2018,1000,45895
"/tweedehands/bmw/6-serie/38529818",2018,1000,89895
"/tweedehands/bmw/3-serie/38529384",2014,49254,30900
"/tweedehands/bmw/3-serie/38529063",2017,25400,36945
"/tweedehands/bmw/4-serie/38528593",2017,24984,39880
"/tweedehands/bmw/x5/38528236",2011,195988,26950
"/tweedehands/bmw/5-serie/38528070",2013,121210,23875
"/tweedehands/bmw/3-serie/38528026",2012,69224,27895
"/tweedehands/bmw/4-serie/38527633",2016,17793,49950
"/tweedehands/bmw/x1/38527549",2011,78973,20880
"/tweedehands/bmw/4-serie/38527090",2015,55070,35895
"/tweedehands/bmw/3-serie/38526845",2013,127580,17900
"/tweedehands/bmw/5-serie/38526361",2010,172443,19850
"/tweedehands/bmw/3-serie/38525875",2013,111914,20900
"/tweedehands/bmw/i3/38525873",2014,41663,26945
"/tweedehands/bmw/1-serie/38525634",2011,94663,17900
"/tweedehands/bmw/5-serie/38525490",2017,6836,60495
"/tweedehands/bmw/4-serie/38525237",2014,82000,33895
"/tweedehands/bmw/5-serie/38524810",2011,227395,14945
"/tweedehands/bmw/3-serie/38524549",2011,102587,16750
"/tweedehands/bmw/3-serie/38524407",2018,500,56495
"/tweedehands/bmw/5-serie/38522651",2010,126118,28950
"/tweedehands/bmw/2-serie/38520997",2017,5123,32750
"/tweedehands/bmw/5-serie/38520590",2017,34396,54799
"/tweedehands/bmw/5-serie/38519927",2011,227715,14940
"/tweedehands/bmw/3-serie/38519771",2012,124176,21750
"/tweedehands/bmw/3-serie/38518565",2010,89500,16495
"/tweedehands/bmw/5-serie/38515871",2010,129929,12950
"/tweedehands/bmw/4-serie/38515697",2017,5280,42995
"/tweedehands/bmw/4-serie/38514477",2015,256303,26950
"/tweedehands/bmw/x1/38513541",2011,187000,13200
"/tweedehands/bmw/4-serie/38513983",2014,110950,31950
"/tweedehands/bmw/3-serie/38513803",2013,196303,17940
"/tweedehands/bmw/5-serie/38513107",2011,76177,24995
"/tweedehands/bmw/1-serie/38512872",2013,102534,15900
